DATA,DESCRIÇÃO,DOCUMENTO,CRÉDITO,DÉBITO,SALDO,Categoria_Prevista,Categoria_Prevista_Nome
27-mai.,credito pix pagseguro internet ltda,425.441.430," R$  1.202,67 ",," R$  5.169,99 ",9,Seguros
27-mai.,pg pinternet celular,10.004.203,,"-R$  70,12 "," R$  5.099,87 ",1,Contas de Consumo
27-mai.,pg pinternet ligga telecom,10.004.224,,"-R$  149,90 "," R$  4.949,97 ",2,Despesas Diversas
27-mai.,pg pinternet net fone,10.004.235,,"-R$  139,96 "," R$  4.810,01 ",1,Contas de Consumo
27-mai.,pg pinternet med curitiba,10.004.263,,"-R$  105,45 "," R$  4.704,56 ",8,Saúde
27-mai.,pg pinternet vt nicolas e ronaldo,10.004.295,,"-R$  363,03 "," R$  4.341,53 ",11,Transporte
28-mai.,credito pix pagseguro internet ltda,426.238.583," R$  137,14 ",," R$  4.478,67 ",9,Seguros
29-mai.,pg pinternet vr beneficios e serv de proc,10.002.935,,"-R$  1.750,00 "," R$  2.728,67 ",2,Despesas Diversas
29-mai.,credito pix pagseguro internet ltda,426782773," R$  193,96 ",," R$  2.922,63 ",9,Seguros
7-jun.,credito ted pagseguro internet ltda,34.301.847," R$  905,00 ",," R$  3.827,63 ",9,Seguros
10-jun.,prest emprest compra da ranger,2,,"-R$  2.460,29 "," R$  1.367,34 ",4,Empréstimos
10-jun.,db allianz seguro ranger de de,84624000166,,"-R$  219,26 "," R$  1.148,08 ",9,Seguros
10-jun.,credito pix pagseguro internet ltda,433.909.114," R$  2.348,52 ",," R$  3.496,60 ",9,Seguros
2-jun.,credito ted pagseguro internet ltda,34.195.161," R$  2.242,17 ",," R$  5.738,77 ",9,Seguros
14-jun.,credito ted pagseguro internet ltda,34.322.327," R$  1.936,83 ",," R$  7.675,60 ",9,Seguros
14-jun.,pg pinternet parana clinicas planos de sa,10.003.193,,"-R$  1.069,79 "," R$  6.605,81 ",2,Despesas Diversas
14-jun.,pg pinternet springer carrier nf de,10.003.220,,"-R$  68,35 "," R$  6.537,46 ",5,Equipamentos
14-jun.,pg pinternet energia lj,10.003.250,,"-R$  170,28 "," R$  6.367,18 ",1,Contas de Consumo
14-jun.,pg pinternet energia lj,10.003.283,,"-R$  68,08 "," R$  6.299,10 ",1,Contas de Consumo
14-jun.,pg pinternet energia lj,10.003.298,,"-R$  480,96 "," R$  5.818,14 ",1,Contas de Consumo
17-jun.,db cotas,19.911,,"-R$  69,50 "," R$  5.748,64 ",2,Despesas Diversas
17-jun.,credito pix eceel tec eletroeletronica informa,437.707.788," R$  801,78 ",," R$  6.550,42 ",7,Pagamentos e Créditos
18-jun.,credito pix eceel tec eletroeletronica informa,438.369.471," R$  1.358,54 ",," R$  7.908,96 ",7,Pagamentos e Créditos
20-jun.,credito pix eceel tec eletroeletronica informa,439.343.660," R$  492,50 ",," R$  8.401,46 ",7,Pagamentos e Créditos
20-jun.,pg pinternet vr beneficios e serv de proc vr juan,10.006.532,,"-R$  200,00 "," R$  8.201,46 ",2,Despesas Diversas
24-jun.,credito pix eceel tec eletroeletronica informa,441.277.519," R$  1.173,69 ",," R$  9.375,15 ",7,Pagamentos e Créditos
25-jun.,pg pinternet med curitiba,10.002.010,,"-R$  115,99 "," R$  9.259,16 ",8,Saúde
25-jun.,pg pinternet net fone,10.002.018,,"-R$  147,89 "," R$  9.111,27 ",1,Contas de Consumo
25-jun.,pg pinternet celular,10.002.039,,"-R$  70,12 "," R$  9.041,15 ",1,Contas de Consumo
25-jun.,pg pinternet ligga telecom,10.002.069,,"-R$  149,90 "," R$  8.891,25 ",2,Despesas Diversas
25-jun.,pg pinternet springer carrier,10.002.090,,"-R$  497,32 "," R$  8.393,93 ",5,Equipamentos
25-jun.,credito ted pagseguro internet ltda,34.192.564," R$  487,83 ",," R$  8.881,76 ",9,Seguros
28-jun.,pg pinternet vr beneficios e serv de proc,10.002.932,,"-R$  1.800,00 "," R$  7.081,76 ",2,Despesas Diversas
1-jul.,pg pinternet springer carrier nf de parc,10.005.538,,"-R$  376,66 "," R$  6.705,10 ",5,Equipamentos
5-jul.,pg pinternet conta de agua,10.002.355,,"-R$  210,86 "," R$  6.494,24 ",2,Despesas Diversas
8-jul.,pg pinternet springer carrier ref serv de instalao carto sim,10.006.896,,"-R$  98,35 "," R$  6.395,89 ",5,Equipamentos
8-jul.,pg pinternet refrigeracao dufrio comercio e,10.006.908,,"-R$  311,22 "," R$  6.084,67 ",2,Despesas Diversas
8-jul.,pg pinternet ciee pr estagirio,10.006.921,,"-R$  550,19 "," R$  5.534,48 ",3,Educação
10-jul.,prest emprest compra da ranger,3,,"-R$  2.460,29 "," R$  3.074,19 ",4,Empréstimos
15-jul.,db cotas,19.911,,"-R$  69,50 "," R$  3.004,69 ",2,Despesas Diversas
15-jul.,pg pinternet white martins,10.005.438,,"-R$  48,42 "," R$  2.956,27 ",2,Despesas Diversas
15-jul.,pg pinternet parana clinicas planos de sa,10.005.514,,"-R$  854,12 "," R$  2.102,15 ",2,Despesas Diversas
15-jul.,pg pinternet energia lj,10.005.569,,"-R$  175,07 "," R$  1.927,08 ",1,Contas de Consumo
15-jul.,pg pinternet energia lj,10.005.736,,"-R$  51,43 "," R$  1.875,65 ",1,Contas de Consumo
15-jul.,pg pinternet energia lj,10.005.746,,"-R$  446,74 "," R$  1.428,91 ",1,Contas de Consumo
15-jul.,pg pinternet springer carrier,10.005.793,,"-R$  68,35 "," R$  1.360,56 ",5,Equipamentos
19-jul.,credito ted pagseguro internet ltda,34.178.064," R$  24,73 ",," R$  1.385,29 ",9,Seguros
24-jul.,credito pix stone pagamentos maquininha ton,457.654.032," R$  1.868,40 ",," R$  3.253,69 ",7,Pagamentos e Créditos
25-jul.,pg pinternet celular,10.002.282,,"-R$  70,12 "," R$  3.183,57 ",1,Contas de Consumo
25-jul.,pg pinternet ligga telecom,10.002.284,,"-R$  149,90 "," R$  3.033,67 ",2,Despesas Diversas
25-jul.,pg pinternet net fone,10.002.319,,"-R$  139,96 "," R$  2.893,71 ",1,Contas de Consumo
25-jul.,pg pinternet med curitiba,10.002.338,,"-R$  156,90 "," R$  2.736,81 ",8,Saúde
26-jul.,credito pix stone pagamentos maquininha ton,458.789.355," R$  1.000,00 ",," R$  3.736,81 ",7,Pagamentos e Créditos
30-jul.,credito pix pagseguro internet ltda,460.372.221," R$  39,40 ",," R$  3.776,21 ",9,Seguros
31-jul.,pg pinternet vr beneficios e serv de proc,10.003.049,,"-R$  2.053,34 "," R$  1.722,87 ",2,Despesas Diversas
31-jul.,pg pinternet junta comercial,10.003.118,,"-R$  44,20 "," R$  1.678,67 ",2,Despesas Diversas
9-ago.,credito pix pagbank maquininha de carto,466.925.811," R$  2.745,16 ",," R$  4.423,83 ",7,Pagamentos e Créditos
12-ago.,prest emprest compra da ranger,3,,"-R$  2.460,29 "," R$  1.963,54 ",4,Empréstimos
15-ago.,db cotas,19.911,,"-R$  69,50 "," R$  1.894,04 ",2,Despesas Diversas
16-ago.,db allianz seguro ranger de,84624000166,,"-R$  390,57 "," R$  1.503,47 ",9,Seguros
16-ago.,pg pinternet energia lj,10.003.415,,"-R$  211,10 "," R$  1.292,37 ",1,Contas de Consumo
16-ago.,pg pinternet energia lj,10.003.427,,"-R$  67,48 "," R$  1.224,89 ",1,Contas de Consumo
16-ago.,pg pinternet energia lj,10.003.439,,"-R$  553,96 "," R$  670,93 ",1,Contas de Consumo
